	train	val
0	0.0	6.946680068969727
1	1.2510291772011	0.5652683973312378
2	0.28758102655410767	0.5766398310661316
3	0.5470486540060777	0.5034682154655457
4	0.26164937019348145	0.5058133602142334
5	0.4993642806242674	0.46533843874931335
6	0.2497572898864746	0.46931397914886475
7	0.46519387096930775	0.4520885646343231
8	0.22384634613990784	0.4542667269706726
9	0.4554911618049328	0.44715023040771484
10	0.2345900982618332	0.45011937618255615
11	0.45198183426490196	0.4477240741252899
12	0.22800065577030182	0.4482707679271698
13	0.44941257200179957	0.44624900817871094
14	0.22428978979587555	0.4466899037361145
15	0.4476054562972142	0.4441940486431122
16	0.2171139419078827	0.44437286257743835
17	0.446205346706586	0.4431611895561218
18	0.23457224667072296	0.4432794451713562
19	0.4453149516613055	0.4435006380081177
20	0.2238345891237259	0.44438445568084717
21	0.44439919422834345	0.44348084926605225
22	0.236464723944664	0.4432874917984009
23	0.4440188978727047	0.4432547688484192
24	0.22980166971683502	0.44556036591529846
25	0.44345366404606745	0.4439929723739624
26	0.2301626354455948	0.44391095638275146
27	0.4428275032685353	0.441789448261261
28	0.22729499638080597	0.4417184889316559
29	0.44202332290319296	0.4420822262763977
30	0.21128703653812408	0.44136446714401245
31	0.44134160532401157	0.4415297508239746
32	0.21852155029773712	0.44170472025871277
33	0.44077272965357855	0.440825492143631
34	0.22117017209529877	0.44065192341804504
35	0.4403022126509593	0.44164198637008667
36	0.22109071910381317	0.44119319319725037
37	0.4399019657037197	0.44087839126586914
38	0.2382769137620926	0.4408830404281616
39	0.4394675347285393	0.44032469391822815
40	0.20797570049762726	0.44075682759284973
41	0.43901599362874644	0.44071972370147705
42	0.21821090579032898	0.4408058226108551
43	0.4388008561653969	0.43997061252593994
44	0.22015531361103058	0.44021233916282654
45	0.438536087060586	0.4405088424682617
46	0.2221483439207077	0.4403640627861023
47	0.4381742175572958	0.44103267788887024
48	0.2281828075647354	0.4401969611644745
49	0.4380287387432196	0.43985089659690857
50	0.2218542993068695	0.44121256470680237
51	0.437682032203063	0.43958404660224915
52	0.22573533654212952	0.4403674006462097
53	0.4375888101565532	0.4394240081310272
54	0.21950984001159668	0.4411196708679199
55	0.4371914393626727	0.4393816292285919
56	0.21235914528369904	0.4397537410259247
57	0.4371464839348426	0.4396875500679016
58	0.23435907065868378	0.4398358166217804
59	0.436878670943089	0.43976372480392456
60	0.2244383990764618	0.43966779112815857
61	0.4368410213635518	0.4394884407520294
62	0.22579047083854675	0.4392837584018707
63	0.4366692419999685	0.44018423557281494
64	0.22339674830436707	0.43957769870758057
65	0.43650671717448114	0.4392622113227844
66	0.21652358770370483	0.43928271532058716
67	0.4362895008845207	0.4402959644794464
68	0.21548521518707275	0.44010984897613525
69	0.43632859320212636	0.4388398230075836
70	0.20682162046432495	0.4390316307544708
71	0.4360523488277044	0.4399958848953247
72	0.21644915640354156	0.4401468336582184
73	0.43595877228639063	0.4389388859272003
74	0.22511093318462372	0.43922728300094604
75	0.43581654337736275	0.43922653794288635
76	0.21309956908226013	0.43893253803253174
77	0.4355421707416192	0.439346581697464
78	0.22208403050899506	0.43936699628829956
79	0.435501857369374	0.43936091661453247
80	0.22342461347579956	0.44031572341918945
81	0.4354639018193269	0.439921110868454
82	0.21320241689682007	0.4402408301830292
83	0.4354392197651741	0.4392124116420746
84	0.21109600365161896	0.4391993284225464
85	0.4353840451209973	0.43928077816963196
86	0.21996688842773438	0.4390881359577179
87	0.43525956899691853	0.4395803213119507
88	0.2206314206123352	0.43890249729156494
89	0.43508664667606356	0.43888604640960693
90	0.2089795470237732	0.4393824636936188
91	0.43492002945679886	0.4403328001499176
92	0.20962433516979218	0.4400181770324707
93	0.43482597393867295	0.43934500217437744
94	0.20760466158390045	0.4392988085746765
95	0.43476354097708675	0.4392704665660858
96	0.21443967521190643	0.4387323260307312
97	0.4346186869419538	0.4387620687484741
98	0.22240832448005676	0.4388353228569031
99	0.43437686768861916	0.4392450451850891
